0,1,2,3,4,5,6,7,8,9,10,11
0.0,0.7487784248452606,0.7464807714947951,0.7440763759817216,0.7406520367976126,0.7535951399620816,0.7651671756729617,0.7669594185342217,0.7379911404670925,0.7469100041711347,0.7433653386689765,0.7371785549335256
0.0,0.7478785411362854,0.7463728973192336,0.732721953113888,0.7622874678974444,0.7692814434576842,0.7542703523943006,0.7393313106259525,0.7261675981135605,0.7581301170314945,0.7414445790430042,0.7417450951876398
0.0,0.7425964355176122,0.7573245233426398,0.7343534501357617,0.7461833850330308,0.7392284972141826,0.7744297051918642,0.7644460834216303,0.7630336642007429,0.743379788481382,0.7472428159794416,0.7332536662570113
0.0,0.7438291310348942,0.7486991839385208,0.7484771096326578,0.7343460587570658,0.7497451639074849,0.756011787850651,0.7355886094459423,0.7644588685091044,0.73668845991369,0.7468498077176116,0.7383403331687254
0.0,0.7721638147930919,0.7365191906826545,0.7537869162741911,0.7566222091885358,0.7571758301117576,0.7499089062517479,0.7595390736245243,0.7462095545089542,0.7256715100839713,0.7414822684154536,0.7464062584068609
0.0,0.7349201225024465,0.734568466007915,0.7291316741486065,0.7461322446831349,0.749664324864811,0.7613947758001735,0.741410751832396,0.7091419901160619,0.7317999618578224,0.7289362354416475,0.7408869627799468
0.0,0.7387869455733499,0.7340041242561343,0.7602591670408969,0.7446509724390804,0.759862629562212,0.7587565197287218,0.7493390376131946,0.7459392697690748,0.7598728176787929,0.7377474913261173,0.7387925390491198
0.0,0.7350793367948958,0.7500050607637917,0.7695739023336514,0.7328180410369345,0.7469675370647676,0.7323973983412415,0.7528115206423228,0.7574646931818727,0.7408066564492509,0.7557101396930621,0.7487716993565372
0.0,0.7410515707811742,0.7526315305827282,0.7396125159613827,0.7586074935528532,0.745613116860494,0.741696285452648,0.744184716280264,0.7499160312744548,0.7553795919106621,0.7406843990502812,0.7265273118767602
0.0,0.7384640555256349,0.7610731509434062,0.7477679368118361,0.7441566157234202,0.73187560695871,0.7450313287914311,0.7641874517562716,0.7478675539517373,0.7513328453691615,0.7487281501523291,0.7380234361307637
0.0,0.7385734612481334,0.7454929903094365,0.7426389858868615,0.7528785757625639,0.7501970368428931,0.721688822157835,0.7369486231259857,0.7499217579282191,0.7527385391013255,0.7446429817594091,0.7523659736616543
0.0,0.7414466433019192,0.7440348244474311,0.7623015847648635,0.7651260236726548,0.7427968018103684,0.7682686248093558,0.74307967187073,0.7581047466235383,0.7453696008975131,0.733505639022644,0.7283375337672805
0.0,0.7746743531677985,0.7340405484376357,0.7495086397892166,0.7401675352535468,0.7584617302378505,0.7441946380408557,0.7387860133273882,0.733153582994129,0.7396974835218868,0.7400023279513441,0.7385862463356074
0.0,0.7495918094467946,0.7403086373387414,0.7380657867330213,0.74060276093964,0.7390154790119472,0.7608927613498282,0.741400497126818,0.7485095384743236,0.7637021511442387,0.7367675676424352,0.7446848662386859
0.0,0.7404862301944346,0.7647067127569069,0.7514425840366463,0.7494360577822028,0.7538410531289638,0.7504075912522301,0.7440276994247245,0.7552496767770073,0.71950150677583,0.7343083693846165,0.7419235537002972
