,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,windSpeed,cloudCover,uvIndex,visibility,hora_0,hora_1,hora_2,hora_3,hora_4,hora_5,hora_6,hora_7,hora_8,hora_9,hora_10,hora_11,hora_12,hora_13,hora_14,hora_15,hora_16,hora_17,hora_18,hora_19,hora_20,hora_21,hora_22,hora_23,icon_clear-day,icon_clear-night,icon_cloudy,icon_fog,icon_partly-cloudy-day,icon_partly-cloudy-night,icon_rain,dia_sem_0,dia_sem_1,dia_sem_2,dia_sem_3,dia_sem_4,dia_sem_5,dia_sem_6,apparentTemperature_mean,cloudCover_mean,dewPoint_mean,humidity_mean,precipIntensity_mean,temperature_mean,visibility_mean,windSpeed_mean
0,0.009208422588764864,0.011976997895877403,0.1022321041603618,0.09330537810117087,0.02945367695726139,0.0768035349744062,0.021831264961548,0.018589077222426826,0.021269899401025912,0.015738912865393778,0.020610224245645348,0.00632963664721089,0.005765480257808442,0.014627738772142618,0.006216773980995659,0.0019341756261950097,0.021477541505388855,0.008716389343970078,0.0012283479901769076,0.0007508581622391864,0.0006308302862706792,0.0005308304862474527,0.0009892377896437944,0.0005149407281033566,0.0006274184504931391,0.0007481010566782242,0.000550147942866972,0.0016576080149079567,0.0009125494616970952,0.001052756782176188,0.0017897631019969562,0.001284586967299629,0.0012524411767023415,0.00224642683421359,0.0008850331226980498,0.00032634783516796977,0.0018517881697244427,0.0005383567646833194,0.014681823203171913,0.03636005370598731,0.0018390979315095941,0.001849320582176253,0.0028331994254890396,0.002389875747392237,0.0020517198194296552,0.002336552565755927,0.002521102387081253,0.022214327192926053,0.07323925821856975,0.022634318267239845,0.03450728696334022,0.12750809901650656,0.015628808655954014,0.07239513765673426,0.029843434522022556,0.028710983507132436
1,0.009862889070143998,0.012122236231683046,0.09422343730039222,0.10360172555711301,0.030908307072111497,0.06887308688476503,0.022932828373338487,0.018894705172221818,0.030225540906740036,0.018141414305401952,0.02005745355175047,0.009142124537045606,0.007022017203960783,0.01497003865688132,0.006436653936400872,0.0026613313547162645,0.023215182411151822,0.011836513143839711,0.0008993648815214152,0.0006921932894184361,0.00035246654703851985,0.0004881475310104956,0.001066911599016735,0.000573210225952307,0.0005802479849464251,0.0005659853388870002,0.0007252786524214887,0.0014221836450239592,0.0008582919008343768,0.0009601354303467068,0.001896484974853814,0.0009184636431784964,0.0008470722082660721,0.0025546548560359365,0.0008854323479132359,0.00029118198223389925,0.002372648362498608,0.0004993169049374621,0.012271808787359608,0.025763404350804986,0.0019340260837486722,0.001975357091459479,0.0022900097471277034,0.002077016884625459,0.0024358522789531926,0.002432587817551564,0.0025039487754056726,0.02168723238133878,0.06416186550268912,0.02248635067299813,0.03521502737357042,0.1356759211899873,0.0177189730861594,0.06746827786069874,0.02964913864595215,0.027676043493576354
2,0.009502658257994899,0.010056878113012205,0.1085437944387519,0.0991315894494643,0.030323067622396355,0.06459029974535234,0.024994161226084728,0.01968129520842072,0.023858966765378204,0.014542710873903797,0.017385323150863382,0.005842258878434709,0.004800343460571238,0.01552421160946276,0.00587161607045683,0.0043414419681376964,0.025496801735338595,0.01260268349643995,0.0012046925341452706,0.0007027513976592247,0.0004680101259399962,0.000591409589826508,0.0009713732749977601,0.0008565355094764244,0.0006368425034135378,0.0008236742039249534,0.0006359055224074166,0.0013054501228240234,0.0012054928481358641,0.0009903734479748162,0.0019192992596175572,0.0018102552584724344,0.0010901089442334256,0.002585590602300352,0.0008270077237597044,0.00020026254181251715,0.002020426955511919,0.0004277664152596791,0.014695075356729788,0.027215624325410234,0.0019343217605963827,0.0017137854457717283,0.0022902292663812395,0.0023698592462772982,0.0019123768848265286,0.002916421023835258,0.0028378744607703097,0.01722657654184491,0.06491104979089438,0.022617072403909057,0.03507913741026761,0.1368634459567279,0.01618020308363854,0.07309359330421686,0.0297114188603766,0.028068604025367448
3,0.009510626726554795,0.012259211331104409,0.09055892937448136,0.09017832548454809,0.030381491229456117,0.08823662603583479,0.02537024184247527,0.020464049367915703,0.030603358019225382,0.014208567804346095,0.0201955151031087,0.006387713123949178,0.0065456570308722725,0.01475259103912792,0.008364616936274698,0.002632760680258681,0.02183498752118948,0.009855413165781519,0.0009122232471518736,0.00048518929131141273,0.00046035425725271496,0.0007269611471893838,0.0009486704385019064,0.0006047722835819038,0.0007382510972308218,0.0011377968703973204,0.0007554561163199177,0.0015571648716059458,0.0013218276236022495,0.0009474743685795423,0.0025717169315286363,0.0016171309971599586,0.0010324723511273325,0.0015093999329609574,0.0012332362436596098,0.00030069598277288984,0.0017645637451372625,0.0003618039995704198,0.01437080844819083,0.028229912760288415,0.0020030105811289114,0.001692945923816247,0.002616142443480953,0.0025906032771675354,0.0023625523615884063,0.00213335153908363,0.002316816409585088,0.0205092784449851,0.07409312086285602,0.02187145691868182,0.03897169667131896,0.12910733543056713,0.015575330737573738,0.06054131593694056,0.028428068304445248,0.029258409335154893
4,0.009781519854121954,0.012731772915920717,0.10613078351015347,0.09547508097560516,0.02910088389109146,0.06493312672674828,0.021303310156090344,0.018832344340434883,0.02626932457186669,0.012970839782064683,0.017527598575404188,0.0071190037848205745,0.006891121720350637,0.01111082508181042,0.007809409341652839,0.0026577413714468606,0.023581032851378782,0.009527455349370302,0.000939548147403403,0.00046671142213589826,0.00046733945082005316,0.0005793385246605906,0.001274344373151759,0.0008295374637294808,0.0006412765147719401,0.0010291199108612506,0.0005948476830754247,0.0011726301422094276,0.0012948487460321485,0.0009141891551182142,0.0024251088525326725,0.002127548726471795,0.0009021420905896564,0.0022922063084855845,0.0009032492781993454,0.0002797696442663002,0.0011289848406837815,0.0006998610262075433,0.009068412711436337,0.0324254396088868,0.001949364531305675,0.001798077289149147,0.0027507928628988016,0.002546044104203365,0.002292685901943324,0.0023277416959879434,0.003155153086922935,0.02184018855689934,0.06667955154625835,0.022351527745257484,0.03601775665649898,0.13373936730780717,0.01618141793937697,0.08417700754942968,0.027125160747088685,0.028858533056910524
5,0.009291937773018495,0.010480526759992403,0.07723267931012544,0.091365129343109,0.03139499913731032,0.07717327938295013,0.029144857721926983,0.017747546927784314,0.027463695692607506,0.01566065925775745,0.020062153224339997,0.00842291087973445,0.009601832528131689,0.017807861959596483,0.009904207672622308,0.002327204321341778,0.02355141055009064,0.011780089974762126,0.0014737905354195503,0.0004769908983977497,0.0005610764635018296,0.0003216741471908402,0.0008936252678491189,0.0005175318157707114,0.0005644090898364639,0.000600070060341838,0.0008381294940439763,0.001024884065886023,0.0014167012316501067,0.0008546306081437705,0.0022678852182956327,0.0011256908963971734,0.002089773679254255,0.0029767203791925424,0.0009388689387272741,0.00029067048727215885,0.0015445390460358168,0.0003581655970768847,0.016155450599337286,0.028900092735956794,0.0019146563489871595,0.001915850645165274,0.0027338253185024953,0.002044191768973881,0.0018869975797280011,0.0025743726503640384,0.002625689009914327,0.0202080151116799,0.06826921167194264,0.022316884843406434,0.0329004238555994,0.14237790964485394,0.016954715975034562,0.07234448245071513,0.025554343026660046,0.02677407642569343
6,0.008786779426415418,0.012789131278938055,0.08898326115557866,0.11002631701042576,0.0274183694820252,0.06332734897274743,0.02299718889605549,0.01873168388173905,0.02641183093043489,0.012771693458595168,0.025957294951533774,0.009029127338510645,0.008424242726528093,0.017061425370074983,0.009927836513921175,0.0023626452788002602,0.018840368642221095,0.011518729662672724,0.0010213523039835988,0.00048177273978510394,0.0005057668853208009,0.0006483286725788269,0.001202922053249903,0.0006303505430883747,0.0005242236956414963,0.0009748564900614529,0.00034719747072915877,0.001136581618448251,0.000900111023185467,0.0009215005558196077,0.0026026254497519778,0.0010780178812431185,0.0014674282344826438,0.0022352477822896568,0.0011592096269226852,0.00026693885183970135,0.002093246927131733,0.0004506899104285387,0.015104653461281307,0.03427130815206354,0.0021428572193000228,0.001992828124193839,0.002980851948470516,0.002149155529572286,0.0020327485801350776,0.0028061745190962367,0.002023194480387787,0.022187337297523577,0.07089629068964652,0.020422574417138017,0.03643099929184663,0.13613224588490555,0.015843678113655665,0.06185257947258917,0.027746084887398773,0.026970794237595533
7,0.00848454790833989,0.011777427219536417,0.09118890506259895,0.11839949968642535,0.03152575507644769,0.07040449398513818,0.02668270120656533,0.0173852418977409,0.022010554574092137,0.012549021563433658,0.02060915042366456,0.005294400831125849,0.009122246704262248,0.015560409035594263,0.006097602219420772,0.0027998214791008853,0.021246228539948668,0.011016235464843292,0.001311511519810774,0.0004163643491781855,0.0005841667042835102,0.0005417374425505518,0.0013746169432611857,0.0007806209185449293,0.000587591916466198,0.000682375105103591,0.0006711151030096389,0.0011882129219980273,0.0011295466753082554,0.0017247296669542047,0.0012416016365316986,0.0011812039353682078,0.0013094884172073014,0.0025410048953120124,0.0009495120240280322,0.0005126216069692164,0.001805893506197014,0.0003513756172259402,0.0125320246598074,0.029363602856019928,0.001762859769441888,0.0017830923784566946,0.0027560522356404864,0.0022510639958482725,0.0022450059184853555,0.002640668653451727,0.002793415583028233,0.01917794126984794,0.06802414201280052,0.023254081875123588,0.03700897163335094,0.13332897761391768,0.015119375767483881,0.062289482598697266,0.030575335590735712,0.030054371804274928
8,0.007916329120681364,0.008949440609948815,0.11517409947755301,0.08414949414568773,0.033502593502497104,0.07485797724141001,0.028770684485753477,0.020217130078302607,0.023036762651142642,0.012943288788327945,0.022455564142366793,0.005573522055927161,0.009193138597724759,0.012354704682754078,0.007869909787033667,0.0019891763328426866,0.02473825785953432,0.012310486399722502,0.0012227730113709612,0.0006495220290845259,0.0005842674701042634,0.0007342523206808099,0.0009518844062233218,0.0006478301564648646,0.0005838526700182729,0.000812032594274562,0.00047212130708318406,0.0010901112691377268,0.0009073392987984032,0.0016854779874643855,0.0019476807186799131,0.0014869778578750347,0.0014036829088832665,0.0017055053509734271,0.0010637440425425339,0.0002064868510773701,0.0020234527385906515,0.0002470961861910299,0.017979878304692765,0.025828388455096038,0.001748678326643204,0.0018346033238494399,0.002204084411541046,0.0028842115404296006,0.0019381271540713492,0.0023001954260507594,0.002168262450624105,0.020045347172907672,0.06874695117768326,0.023349307267364002,0.039919673457760735,0.12197421733394624,0.01593246733003953,0.07081854258297524,0.025297487709050194,0.028600925440545773
9,0.010057222086688744,0.01144248807372831,0.08282643832683236,0.10420335792028154,0.03357426410583266,0.08226011454968361,0.026705737120010974,0.02087687590336542,0.025966523239316162,0.013171284105895357,0.01948903292476487,0.006127938440306581,0.006754857251600997,0.015945139727896702,0.00694250101793292,0.0025469275352457896,0.02013957663345892,0.010309660791444695,0.0011988384406379806,0.0005842376151122817,0.0005723456247526912,0.0007949809666146873,0.0011742990884001082,0.0006174611620729678,0.0006063737692850029,0.0008063492271521659,0.0008699462563756978,0.001084740779528862,0.0008324069236437592,0.0018440897854001092,0.0018681569850382313,0.0015250665580360235,0.0007672272967394835,0.0025694843091457107,0.0009190109156061995,0.00015638511061605642,0.0018131752137761819,0.00040407845247806027,0.0158231340626496,0.035641962223441466,0.001492383153461953,0.001957822279132341,0.0023042756791197554,0.002595757825088768,0.002065786469373555,0.002411273255332781,0.002490490992011196,0.017364339978822193,0.07062096359460915,0.02214790232999007,0.03779249499208093,0.1305200070539758,0.016345468968398575,0.06375296449483113,0.025573719415623832,0.028750658997358066
