,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,windSpeed,cloudCover,uvIndex,visibility,poblado_Alejandria,poblado_AltosdelPoblado,poblado_Astorga,poblado_BarrioColombia,poblado_Castropol,poblado_ElCastillo,poblado_ElDiamanteNo2,poblado_ElPoblado,poblado_ElTesoro,poblado_LaAguacatala,poblado_LaFlorida,poblado_Lalinde,poblado_LasLomasNo1,poblado_LasLomasNo2,poblado_LosBalsosNo1,poblado_LosBalsosNo2,poblado_LosNaranjos,poblado_Manila,poblado_PatioBonito,poblado_SanLucas,poblado_SantaMariadeLosÁngeles,poblado_VillaCarlota,hora_0,hora_1,hora_2,hora_3,hora_4,hora_5,hora_6,hora_7,hora_8,hora_9,hora_10,hora_11,hora_12,hora_13,hora_14,hora_15,hora_16,hora_17,hora_18,hora_19,hora_20,hora_21,hora_22,hora_23,icon_clear-day,icon_clear-night,icon_cloudy,icon_fog,icon_partly-cloudy-day,icon_partly-cloudy-night,icon_rain,dia_sem_0,dia_sem_1,dia_sem_2,dia_sem_3,dia_sem_4,dia_sem_5,dia_sem_6,apparentTemperature_mean,cloudCover_mean,dewPoint_mean,humidity_mean,precipIntensity_mean,temperature_mean,visibility_mean,windSpeed_mean
0,0.01146174410712558,0.012281717993301257,0.07796084106981419,0.06368486663455102,0.04448746014781024,0.039694630555077506,0.039611029083620235,0.023265288471176957,0.028122860899306303,0.01952600853369097,0.002362904965516016,0.003912945043050902,0.007452511215858653,0.004130951930336315,0.0029684278280228005,0.0121476787433699,0.007125570137178598,0.007309570508311679,0.0025213133777913193,0.02533240223882108,0.004260409557211412,0.002827148721785599,0.0026750005389331167,0.00350204683718611,0.006727827241059382,0.002667202159424427,0.003128132692603326,0.012305442425363133,0.002039877706371982,0.005555562805440763,0.008059735031159329,0.008500040342565249,0.007007692353783028,0.003907318764551356,0.004146036979310938,0.002885498630071581,0.0033948337389687103,0.001153304804964692,0.004544748372091446,0.010965857271763293,0.0017016675328096586,0.0020917278945434574,0.001445199953364665,0.0009858723249946374,0.0016638239211727952,0.0009958821696354487,0.0016037003132302007,0.0013118651919276393,0.0016199773335242565,0.0019162407776340921,0.0019338085033318764,0.0022678609755331955,0.0020727092081812655,0.0015202755866266138,0.002497826769972275,0.002045658159735237,0.0018504308607307863,0.0006431683178925743,0.0038615530846183225,0.0002336162568433631,0.011547821941768939,0.022702748035910266,0.0034135154619002713,0.00450303882321945,0.004575075282830187,0.006583446483828894,0.004277758874775723,0.008015151396249047,0.010599890160558548,0.011270068233850293,0.055036296234196126,0.03214649454134269,0.05347131341742084,0.05742799714816359,0.022590373406026373,0.05556089415556921,0.024985354440556055,0.04141545636719075
1,0.01149963840144015,0.014987215510702277,0.06769159998520333,0.056581362903953415,0.042334696048007256,0.053016453856009255,0.041583456687495565,0.021078235540862553,0.031890036568318826,0.016212082316206574,0.001911761594218319,0.006780939806727049,0.007240394454135839,0.005584527112037961,0.003770508417308259,0.0142609500736332,0.009010375965412227,0.006104050440490099,0.0036949541723746006,0.01791906240728551,0.0031041925367888837,0.006547622120191333,0.002362254873315182,0.005848531054152156,0.00243401083350949,0.003448280504762058,0.0022642459087991312,0.007442552412437728,0.002805409674152715,0.0038080385883824245,0.005215556804277814,0.009953375158650477,0.009039948421559392,0.0031433262331416675,0.003189534221199392,0.005947314596492957,0.0022046436039233662,0.0015318851217895682,0.003998134527955371,0.007748732514694871,0.0017283527008115013,0.0015842473587431866,0.0012687639718312568,0.0018030741583010214,0.0015765695914822895,0.0011136599996322345,0.0015979626721821145,0.0021143591738919227,0.0023771861790134107,0.00381052782877759,0.0031597482991125763,0.003019778445720422,0.0027451993233202202,0.0016376169751588722,0.0020959460048049984,0.0027226977241372047,0.0025121119627751405,0.00037349472694338313,0.0021767258953813203,0.0006006444937027795,0.012034614780729742,0.02787683773056874,0.0037430615689963012,0.004457751877026549,0.006329798069783225,0.0051501877543127066,0.0038557641610529898,0.0051461113404782394,0.0050896054266089015,0.016371987173612785,0.05296754165160697,0.035347490441191724,0.05847999879849219,0.05585783083268951,0.02048344827577621,0.05369608854413127,0.0263332513217663,0.041570070793454095
2,0.010834453247413084,0.00785517380844167,0.07344952667685883,0.06669733764051981,0.04478607540156832,0.05211015629209561,0.03737051961953609,0.02273180932922124,0.022771285743693775,0.01729020339136727,0.0026070821558543404,0.008359698493405975,0.009103654018422804,0.003850713993342185,0.002284946869828993,0.005691249887151384,0.0066802808330952155,0.006551577717679938,0.0027506503887886353,0.023661526416559227,0.0019050596603992025,0.004359343866044181,0.0021035746267557753,0.004235742005854427,0.007057833345946651,0.004923687443471718,0.001423857633904527,0.008233491181618362,0.002384923668717705,0.004124157229523985,0.002383268637763865,0.00951940693309808,0.007719385050035633,0.007292670111201319,0.004989941184151558,0.0038600392862722524,0.004705588049269888,0.0023309497980148666,0.0027096930551399573,0.005583561873170413,0.001598345547521922,0.002028948178983538,0.002008723274238757,0.001337945838195695,0.002033786002011137,0.0011302543332599284,0.0020852076904685313,0.0013471372786360196,0.001580255979325578,0.0023106493994737567,0.0019202194673473296,0.0038680275719589017,0.0015893132030363115,0.001511536319277094,0.0026159940150891235,0.0019134109859840582,0.0011585011709540052,0.0002422902375413754,0.004044608850209627,0.0006422774111160387,0.013774885900850551,0.02525020390684968,0.0034126841361904487,0.003853921836085754,0.006180578048585761,0.004741052454705093,0.003962647230165958,0.0075256600121762504,0.007203916039797832,0.022997303104214623,0.058211127163532786,0.03748224021998665,0.04370848942063289,0.06309310825082956,0.01984442751268488,0.05730058680371742,0.02499404194165286,0.04021159669751348
3,0.01030962116376651,0.012098758170526684,0.07286524142553484,0.06596960965262175,0.04818606487184325,0.04746688915046888,0.03781705224551801,0.02348143700785329,0.030107642754882348,0.017748604448577055,0.0036022596648006763,0.006447672770267055,0.010264776525040932,0.005834362304575817,0.0024759630851322887,0.004711750688692216,0.009963468227124251,0.006451353972811354,0.002017124049326473,0.018345009239155195,0.0024513988023105167,0.0080760945250808,0.002991574961020104,0.0036266216211153003,0.00644271665664249,0.0031990903319329936,0.0015897617654130334,0.008717789277636464,0.0023509838142520994,0.0017125275650863843,0.006192536950226351,0.008941858000400487,0.00912189985523375,0.007601005808668516,0.003342604591210601,0.0038737394635042803,0.0036642822851499003,0.0015039729461366446,0.00416406487505786,0.012775810148302218,0.002129752977488964,0.002648715960967965,0.0011658962881283782,0.0012834900252913083,0.002148893839347501,0.0011696059096965741,0.0019323347140338038,0.001913582256301382,0.0012353571510508056,0.0019281970083287938,0.0013186731351122025,0.0036588698362115387,0.002536083429245279,0.0017004725062098641,0.0031865600179642488,0.0009606610438172755,0.0018747300477882684,0.00022704722018895637,0.004348602544058801,0.0005149565475368543,0.015552159584844747,0.016841679467494784,0.0026807071629610718,0.004979981280543149,0.004491110189983744,0.004481203515865609,0.004751550676507803,0.0046491973030313855,0.005957467354457001,0.013416820798008433,0.06485384420398801,0.03777591089606476,0.0439546479813884,0.058599033850106695,0.019399997940662415,0.054341257655417086,0.026664061705418435,0.0402218903115881
4,0.011689993788148728,0.011283844736392655,0.06960761253960536,0.07227592544327882,0.037761855206643706,0.05416254377531772,0.041865710872694174,0.022436858148613136,0.0265792996091902,0.02056271917628723,0.0025420145929214107,0.007642251850745575,0.010314948510440554,0.002492049956099905,0.004894985123671833,0.01470550142218711,0.006617350137064987,0.009540679140748439,0.002551499994915285,0.027952499338712657,0.003236173236039036,0.004489039604282796,0.0019223592033053337,0.004117437504186224,0.0032753278038095204,0.0025714398386230642,0.0018926020705985365,0.007732779753269656,0.0019058705455171718,0.003543263597870739,0.0031795680310988264,0.00928881040430087,0.0061677447364360104,0.004963042095911742,0.0027052676744603724,0.0023336189075578917,0.0019391742658673521,0.0019535822325151054,0.003521191443331124,0.005902320671282858,0.0023613271883846402,0.0016350677774654928,0.0010583211251950992,0.0007980241155215969,0.002095314022114274,0.0012796894679598558,0.0016335322732231885,0.002916983686245824,0.0020299252890622144,0.0014893178105541153,0.0016679802775857874,0.003931194485753992,0.0017990331790803797,0.0028836507262982925,0.0023069871354929206,0.002806799503695212,0.0012928204519174818,0.00024017615551927792,0.0037289988850335142,0.0005897181415189941,0.013270056445662553,0.024924616668869762,0.0024832400543590293,0.004443075737106371,0.005377365971145859,0.0043695460087281686,0.004595916405198721,0.008935828506821925,0.008383637657140047,0.011900508926338779,0.052194528711414216,0.037303752996642146,0.04996271623310805,0.061071852897126536,0.017969659942425754,0.05367525145386499,0.0244635193833065,0.042009307319174696
5,0.012465922198905731,0.014535373513776328,0.07407186844776073,0.07370357432797227,0.04277039010537694,0.05204039424925438,0.03435739744679164,0.02379274349935138,0.03781085600974133,0.015066012335382201,0.0023226232331674773,0.01093781662689055,0.007157796890279926,0.0026997490831032287,0.0024403721043380028,0.011422768368987498,0.002905322799340105,0.004449073197386698,0.002457982039494792,0.01941702229688611,0.0032596802918321306,0.01136985776622099,0.001635581099248789,0.0026850595163600537,0.005449651040145379,0.0037346280744262462,0.0022887099353783857,0.007712279302758688,0.002785998682965807,0.00394558361568577,0.008408229926887384,0.006261636748534449,0.006489418779714213,0.004908940262070999,0.0033952633832734446,0.008887630162332677,0.006221865787490858,0.0019577079457541824,0.0038358390152658543,0.012643684053476129,0.001871930024621816,0.0019059340755784237,0.000914307509583695,0.001840191932900105,0.0018148282161882573,0.0014109502506645226,0.002008642538791772,0.002223056266012689,0.0016847658937385018,0.0024694026176058904,0.0024127937068873606,0.0033028993938540837,0.0015120735603375234,0.002643994821697315,0.0027665488847660154,0.0027898284207756147,0.0018980789422702324,0.00024887591325646456,0.0042354969563813145,0.000528603732460194,0.010488444197218153,0.016499982584601846,0.003314554700250406,0.005733591694395121,0.00523979565684366,0.003882636798170662,0.003172375031949879,0.010120875202185988,0.004565748439355237,0.011250225903062527,0.052729749056111413,0.036557649179232196,0.04584635309869108,0.05645752424943341,0.019954660417184203,0.052754252002947095,0.026576919006170853,0.039669154959814754
6,0.011875760430482541,0.011141309413581563,0.07543705870171355,0.06397641300403158,0.04275928783068668,0.043322364934466374,0.038019428366231595,0.018571313414151202,0.03516772582263363,0.017941880443095807,0.002322443373212574,0.008298210947327347,0.006939744501264489,0.002802758298067113,0.0028708334882106804,0.00831279438344704,0.004618597980896918,0.004973587559722093,0.0021870027795340653,0.03018593720942662,0.0027717555070776224,0.0031914429153231294,0.0028874679136988734,0.003194278937208754,0.0037446513903782387,0.005076624827129591,0.002647975171506674,0.004909382158146688,0.0022646933464917024,0.003510750990684429,0.01421866514977033,0.008223474986802353,0.005447759543525018,0.007899721802747027,0.0024926296016563013,0.0029627407867367757,0.00404097406121165,0.0018793519800975294,0.0030913112986875268,0.004670604331633382,0.0014013585851446462,0.0019021126969408948,0.0017370166607891873,0.0018618652160055866,0.0016612371232101783,0.0008268326459993131,0.0013214525148830516,0.001721435462993081,0.0014531111314567931,0.0013765978320791638,0.0020351184757952806,0.004364061893252825,0.0011581278683561523,0.0017593879122261215,0.003599259579327982,0.0021126472979567192,0.001291689858450627,0.0008878845454260516,0.0030609976104129513,0.0005071094482938999,0.010248180526381582,0.02174171846394247,0.0025939755599016746,0.0036087391734422247,0.003921709517636776,0.004395755062708849,0.0044392001282004614,0.00935386069869609,0.007263350455455705,0.021922973873321462,0.05243032224270507,0.037842435030161416,0.051647562170884447,0.059535489124700684,0.024441757145920902,0.060898808517564317,0.024192278172943577,0.042631870193734496
7,0.010817534996641232,0.009044641395620424,0.08164713443405272,0.07425875553523724,0.044410170780199175,0.05217086563273153,0.03557481034074728,0.02081757934435661,0.027870735025842516,0.01856352215847209,0.003526457291867663,0.007935232264567797,0.015199069082276764,0.003210096037754537,0.00256562299808714,0.01193285407382291,0.006210091901189226,0.006999182494896614,0.0024705935457487566,0.016673008245477263,0.0031702531832304096,0.002686801457282386,0.002808796748108415,0.0033794273201854033,0.007357364102789083,0.002836296273454316,0.0029907722443140443,0.006856472648408588,0.002935471833160428,0.004138382634223784,0.00722870008426509,0.007172223349235929,0.008049585235473765,0.006100519135480712,0.004555831261841892,0.007492331362981405,0.0008747074494428634,0.0018117584835472965,0.0024548237812515956,0.008397164393535765,0.0012135617137123199,0.001244808273556107,0.0015452687106152704,0.0012369512050402311,0.0013484746076450232,0.0010499917157601659,0.0013735862332100468,0.0014436074650421042,0.0022968031485159717,0.001617803673925777,0.0018241371858411662,0.0032613791629898937,0.002520151121075629,0.0034848611404637523,0.0024827449492892083,0.0009309846247961206,0.0023376647727033424,0.0005624785377866714,0.002574296203028548,0.000350760130789607,0.007395545040273398,0.030469908045505197,0.002518684208455766,0.0046149094641864405,0.0046796466132754625,0.005608680927313252,0.00604475385647521,0.007964252372541525,0.0055655420827060475,0.015367112725583207,0.05185743451587821,0.036661193874994266,0.04858795244590424,0.05115857148222889,0.021278203395054797,0.05087977584237819,0.02826016916824668,0.04119170880140945
8,0.009688119821238171,0.008987534698975176,0.07935628360082028,0.06937743980167274,0.04049861789318014,0.060064458612018964,0.03963064772783284,0.021808046235214384,0.030742465392744237,0.015571065861950222,0.002906779816106391,0.008888286211624123,0.006029790793823494,0.002794170770071388,0.0039650132758041285,0.009716660591998558,0.006468622010476611,0.005002513116303832,0.0027864149045802064,0.024711950110764287,0.0033638576544747136,0.00803949656145661,0.001880778647821138,0.0027966967831466595,0.0034854140965636616,0.0038651290538773415,0.003359897893708891,0.008906073416118052,0.0029968538972542573,0.0027257915205652857,0.01533333450972699,0.006789362375944647,0.007475960851478769,0.0023945944312129797,0.0030767140487712404,0.003703116267261896,0.002564576879507691,0.0016528978182012927,0.004140030814150632,0.014032594948645892,0.0016085460755732623,0.0012607832456748285,0.0016539070874677705,0.0019820748567419863,0.002217228853245176,0.0010149558627440987,0.0016804904675452152,0.0013903139534988723,0.0026455254997144327,0.0022888888040955434,0.00222194912764992,0.0034735500421073325,0.0031083365605092572,0.002245148942915902,0.0020150672224576232,0.0019677892711836365,0.0026756294818541925,0.00014518137155509006,0.0033396993620571137,0.0007658390897526397,0.012852651026462669,0.024889346065465744,0.0031763552168844584,0.0036450187765346962,0.004705774200838438,0.004366849840342293,0.0027726657151292073,0.004536714674425224,0.004897982911307246,0.020631807728857126,0.04955565214344243,0.03896550346127756,0.04654210742954135,0.04695303833744547,0.01982766603144352,0.054813747061949095,0.025412447871860172,0.04017571261136062
9,0.009833827618402353,0.011677519009585047,0.07818242278623593,0.07558761366113462,0.038764968103569934,0.04635319386337652,0.03475312607282152,0.022726981134272774,0.036130387051734665,0.015418144814414293,0.0020530496264550774,0.00912655310471737,0.004760918916619572,0.002622972719629445,0.0035449336509797164,0.0059537164971877575,0.010810033491532171,0.00772265917410547,0.0029495247209651797,0.020369685789125805,0.001794887100445776,0.006700123998777311,0.0031489275349311664,0.0030621588870998035,0.0051794962596582615,0.0032080093940091026,0.0015117400406177667,0.012343596344935941,0.002150318147034996,0.00427628963983838,0.005497513085951292,0.013359882284126313,0.004223799763136713,0.0064534461847942735,0.00175921903372425,0.006672956771754357,0.002289212784111438,0.001596120398078056,0.005357413591661633,0.010670023574657735,0.003249824755509365,0.0017748918039786263,0.001210683868290605,0.0012877658401388922,0.0014970540261048703,0.0013876004046941134,0.0013385420070955922,0.0016479027824617036,0.003255750847268923,0.001962520931400233,0.0020749240005895142,0.0034907386712171307,0.0014702607618799247,0.0030746055862381615,0.002966043803321262,0.0034833878484627255,0.0019412417568934997,0.00029792174583211187,0.004331880651483236,0.0006653309984795799,0.016481749290172307,0.01829087049177128,0.0027593457308005996,0.0037908659393822313,0.004407787715558455,0.004448831522426194,0.003560016988779109,0.005806967591962238,0.005351882000067676,0.018647946812016345,0.0490169600370582,0.0352054515805354,0.04365348777807487,0.05713742757331106,0.022168500235308683,0.05929863977302284,0.02625581476132386,0.0407112144608788
